Kapiti_F,Kapiti_D,Kapiti_S,Maunga_F,Maunga_D,Maunga_S,Rotok_F,Rotok_D,Rotok_S,Tiri_F,Tiri_D,Tiri_S,Karori_F,Karori_D,Karori_S,Bushy_F,Bushy_D,Bushy_S,Bushy_a,Bushy_b,Bushy_T,Karori_a,Karori_b,Karori_T,Maunga_a,Maunga_b,Maunga_T,Rotok_a,Rotok_b,Rotok_T,Tiri_a,Tiri_b,Tiri_T
39,1.504,0.9032,48,-0.04848,0.850347231,24,1.297,1.92,94,1.235,1.524,26,0.5325,0.8203,11,-0.03189,0.5713,-0.07935,-2.183,0.5,-0.2559,-0.533,0.27,0.6428,-1.996,0.58,0.07706,-2.978,0.1923,0.5709,-9.204,0.07
37,1.494,0.8871,49,-0.04848,0.651580901,22,1.463,1.708,95,1.238,1.531,29,0.5325,0.6702,14,-0.03285,0.5342,-0.06334,-2.223,0.5,-0.2559,-0.533,0.27,0.6037,-1.983,0.58,0.1427,-3.025,0.1892,0.5861,-9.447,0.07
37,1.574,0.778,55,-0.04848,0.651580901,21,1.463,1.001,93,1.238,1.362,24,0.5325,0.8798,13,-0.02801,0.5366,-0.07534,-1.994,0.5,-0.2939,-0.2372,0.27,0.6004,-1.989,0.58,0.1067,-3.047,0.1888,0.5931,-9.39,0.07
35,1.652,0.8561,55,-0.04848,0.700708501,23,1.366,1.021,96,1.238,1.36,23,0.5325,0.7646,10,-0.02801,0.6276,-0.07644,-2.128,0.5,-0.2939,-0.2372,0.27,0.633,-1.942,0.58,0.1251,-3.119,0.1921,0.5862,-9.477,0.07
39,1.652,0.8796,58,-0.04848,0.803699448,25,1.651,1.055,94,1.321,1.318,19,0.5325,0.8205,11,-0.02801,0.5852,-0.002953,-2.317,0.5,-0.2939,-0.2372,0.27,0.633,-1.942,0.58,0.1163,-2.984,0.1912,0.5772,-9.463,0.07
38,1.532,0.8199,59,-0.04848,0.009557371,24,1.371,1.056,97,1.358,1.46,19,0.5325,0.616,9,-0.04721,0.5077,-0.02165,-2.127,0.5,-0.3249,-0.3091,0.27,0.633,-1.942,0.58,0.16,-3.002,0.1911,0.5679,-9.029,0.07
39,1.532,0.9592,58,-0.04848,0.129374147,23,1.371,0.9156,95,1.358,1.586,20,0.5325,0.7115,12,-0.0115,0.5843,-0.08718,-2.491,0.5,-0.3249,-0.3091,0.27,0.633,-1.942,0.58,0.1125,-2.952,0.187,0.5608,-9.303,0.07
40,1.529,0.7836,46,-0.04848,1.498008092,22,1.513,1.093,91,1.358,1.348,18,0.5325,0.5729,12,0.02504,0.6282,0.2064,-0.6548,0.5,-0.3249,-0.3091,0.27,0.633,-1.942,0.58,0.1083,-2.843,0.1879,0.6122,-11.03,0.07
37,1.529,0.7592,44,-0.04848,1.694814315,21,1.61,0.9248,90,1.343,1.472,25,0.5404,0.6956,11,0.01029,0.7575,0.2896,-0.5379,0.5,-0.3487,-0.1388,0.27,0.633,-1.942,0.58,0.04195,-2.918,0.1807,0.6132,-11.04,0.07
40,1.529,0.6236,43,-0.04848,1.694814315,19,1.527,0.7852,89,1.343,1.418,30,0.5431,0.6071,14,0.07335,0.7219,0.3088,-0.421,0.5,-0.3959,-0.2076,0.27,0.5926,-1.867,0.58,0.04195,-2.918,0.1807,0.6168,-11.14,0.07
40,1.529,0.6923,44,-0.04848,0.512015208,23,1.621,0.7066,90,1.313,1.441,23,0.5431,0.657,11,-0.08846,0.564,0.3354,-0.4562,0.5,-0.3943,-0.4416,0.27,0.6492,-1.855,0.58,0.04195,-2.918,0.1807,0.6168,-11.14,0.07
43,1.507,0.7817,47,-0.04848,0.504619897,19,1.609,0.7832,88,1.313,1.396,27,0.5431,0.7316,9,-0.08846,0.6977,0.3279,-0.3551,0.5,-0.3943,-0.4416,0.27,0.6492,-1.855,0.58,0.04195,-2.918,0.1807,0.5191,-9.297,0.07
40,1.571,0.787,55,-1.086,0.504619897,21,1.528,1.13,90,1.313,1.388,27,0.4425,0.6785,12,-0.0713,0.6846,0.3165,-0.4643,0.5,-0.3943,-0.4416,0.27,0.5509,-1.805,0.58,0.04195,-2.918,0.1807,0.5433,-9.272,0.07
36,1.571,0.8067,59,-1.086,0.16956285,19,1.499,0.8914,91,1.313,1.396,24,0.4425,0.9412,13,-0.0369,0.6147,0.3165,-0.4643,0.5,-0.3984,-0.4642,0.27,0.5331,-1.752,0.58,0.04195,-2.918,0.1807,0.5433,-9.272,0.07
33,1.524,0.8184,60,-0.1857,0.687327763,22,1.589,0.9521,90,1.313,1.353,26,0.365,0.8834,12,0.003699,0.6829,0.3915,-0.634,0.5,-0.3436,-0.4379,0.27,0.5848,-1.814,0.58,0.04195,-2.918,0.1807,0.5565,-9.258,0.07
32,1.524,0.9313,70,-0.1857,0.700829696,23,1.458,0.9605,89,1.313,1.429,25,0.4406,0.9003,14,0.003699,0.6416,0.1193,0.3316,0.5,-0.3328,-0.4697,0.27,0.5256,-1.784,0.58,0.04195,-2.918,0.1807,0.543,-8.592,0.07
30,1.429,0.9468,82,-0.1857,0.81118721,22,1.458,1.595,89,1.313,1.178,25,0.5047,0.9077,8,-0.05058,0.6322,0.1536,0.3182,0.5,-0.365,-0.5157,0.27,0.615,-1.794,0.58,-0.02647,-2.893,0.1816,0.5502,-8.452,0.07
35,1.456,1.039,61,-0.1857,0.39452667,21,1.458,1.276,87,1.326,1.226,25,0.5047,0.8495,8,0.05417,0.6861,0.5962,-0.5323,0.5,-0.365,-0.5157,0.27,0.5202,-1.679,0.58,0.06016,-2.973,0.1855,0.5502,-8.452,0.07
27,1.521,0.7776,59,-0.1857,0.394200845,24,1.31,1.325,88,1.326,1.137,27,0.4318,0.7054,8,0.08405,0.5976,0.3762,-2.598,0.5,-0.3636,-0.5464,0.27,0.3856,-1.712,0.58,0.06016,-2.973,0.1855,0.5226,-8.14,0.07
34,1.55,1.282,52,-0.1857,0.857631345,21,1.421,1.832,88,1.326,1.206,21,0.5472,0.7354,8,0.1033,0.7469,0.4213,-2.553,0.5,-0.3636,-0.5464,0.27,0.3409,-1.476,0.58,0.06016,-2.973,0.1855,0.528,-8.1,0.07
34,1.6,0.8989,43,-0.1857,0.734782682,23,1.421,1.515,88,1.29,1.554,18,0.5472,0.8397,8,0.03863,0.6705,0.4213,-2.553,0.5,-0.3572,-0.5452,0.27,0.3409,-1.476,0.58,0.06016,-2.973,0.1855,0.5227,-8.308,0.07
29,1.602,1.02,42,-0.8319,0.734782682,24,1.772,1.278,89,1.323,1.427,19,0.532,0.6086,11,0.0192,0.5775,0.5025,-2.695,0.5,-0.3978,-0.4151,0.27,0.3409,-1.476,0.58,0.02236,-2.943,0.182,0.5247,-8.514,0.07
35,1.633,0.6398,36,-0.8319,0.704854895,22,1.779,1.462,90,1.315,1.382,20,0.6111,0.7215,11,0.0192,0.6676,0.5384,-2.702,0.5,-0.46,-0.4722,0.27,0.3831,-1.397,0.58,0.09167,-2.977,0.1848,0.5247,-8.514,0.07
30,1.633,0.6101,39,-0.8319,0.624402629,21,1.604,1.736,88,1.315,1.363,17,0.588,0.6213,13,-0.08024,0.5469,0.5384,-2.702,0.5,-0.46,-0.4722,0.27,0.4162,-1.411,0.58,-0.02439,-2.83,0.1881,0.5247,-8.514,0.07
32,1.464,1.201,37,-0.8099,0.624402629,22,1.593,1.553,87,1.315,1.28,19,0.588,0.7658,12,-0.08024,0.585,0.5384,-2.702,0.5,-0.46,-0.4722,0.27,0.3439,-1.371,0.58,0.05243,-2.834,0.1911,0.5247,-8.514,0.07
36,1.483,0.7478,41,-0.8099,1.143133178,20,1.64,1.728,86,1.315,1.216,19,0.5624,0.8901,11,-0.1096,0.5963,0.6629,-2.942,0.5,-0.4609,-0.4312,0.27,0.3439,-1.371,0.58,0.02188,-2.737,0.187,0.5289,-9.045,0.07
36,1.562,0.7928,45,-0.6029,0.813536102,20,1.728,1.203,87,1.315,1.409,22,0.5624,0.6366,13,-0.061,0.6322,0.6629,-2.942,0.5,-0.4609,-0.4312,0.27,0.3641,-1.414,0.58,0.06417,-2.992,0.1941,0.5306,-9.302,0.07
30,1.562,0.7207,35,-0.6029,0.465847477,19,1.728,1.552,87,1.315,1.103,20,0.6034,0.6592,13,-0.061,0.6368,0.6874,-2.921,0.5,-0.4575,-0.3998,0.27,0.3641,-1.414,0.58,0.09313,-2.912,0.2302,0.5431,-9.564,0.07
32,1.554,0.8069,23,-0.6029,0.771902431,19,1.728,1.421,88,1.315,1.342,18,0.6034,0.7297,10,-0.061,0.6838,0.7359,-2.904,0.5,-0.4575,-0.3998,0.27,0.4454,-1.689,0.58,0.1185,-2.914,0.2287,0.5232,-9.765,0.07
40,1.626,0.7048,18,-0.6029,0.771902431,19,1.809,1.443,89,1.315,1.249,24,0.556,0.8182,9,-0.0897,0.6845,0.8201,-3.041,0.5,-0.4575,-0.3998,0.27,0.4722,-1.668,0.58,0.02941,-3.077,0.2262,0.5505,-9.886,0.07
35,1.65,0.6334,32,-1.478,0.483962887,23,1.919,1.976,90,1.315,1.353,19,0.556,0.8388,10,-0.08739,0.5905,0.8201,-3.041,0.5,-0.4575,-0.3998,0.27,0.4722,-1.668,0.58,0.02941,-3.077,0.2262,0.5505,-9.886,0.07
37,1.668,0.9258,24,-1.478,0.732591899,22,1.394,1.672,88,1.337,1.41,26,0.556,0.6761,11,-0.1197,0.6143,0.7885,-3.176,0.5,-0.4588,-0.4463,0.27,0.4722,-1.668,0.58,0.03938,-2.965,0.2311,0.5615,-9.76,0.07
34,1.601,0.7954,24,-1.478,1.066661063,22,1.404,1.516,88,1.337,1.531,25,0.6022,0.8448,8,-0.08019,0.4432,0.7305,-3.25,0.5,-0.4266,-0.3784,0.27,0.5116,-1.76,0.58,0.03671,-3.084,0.2332,0.561,-9.55,0.07
32,1.601,0.7542,29,-0.4837,0.44962458,18,1.404,1.213,88,1.337,1.165,24,0.6743,0.8329,9,-0.08019,0.5066,0.7046,-3.135,0.5,-0.34,-1.192,0.27,0.5116,-1.76,0.58,0.05356,-3.183,0.2375,0.5793,-9.641,0.07
38,1.601,0.6332,27,-0.4837,0.562074221,22,1.372,1.287,90,1.278,1.269,28,0.6691,0.8159,9,-0.08019,0.597,0.7046,-3.135,0.5,-0.34,-1.192,0.27,0.4623,-1.771,0.58,0.001833,-3.134,0.2352,0.5793,-9.641,0.07
28,1.601,0.8006,33,-0.4837,0.110668891,23,1.372,1.182,86,1.278,1.348,24,0.6691,0.8419,10,-0.04799,0.5675,0.6962,-3.234,0.5,-0.34,-1.192,0.27,0.5231,-1.71,0.58,-0.06722,-3.225,0.1898,0.5975,-9.797,0.07
30,1.639,0.4949,29,-0.4837,0.194546918,25,1.325,1.813,86,1.324,1.23,23,0.6691,0.7033,13,-0.06588,0.4846,0.08805,-3.451,0.5,-0.34,-1.192,0.27,0.4555,-1.654,0.58,-0.0631,-3.157,0.1923,0.6256,-10.1,0.07
29,1.585,0.5136,25,0.1807,0.194546918,23,1.318,1.224,88,1.324,1.228,27,0.6157,0.9037,13,-0.09287,0.5445,0.08805,-3.451,0.5,-0.4822,-2.289,0.27,0.4876,-1.666,0.58,-0.0631,-3.157,0.1923,0.6256,-10.1,0.07
29,1.517,0.9272,28,-0.4779,0.193990318,24,1.337,1.191,88,1.324,1.681,22,0.6157,0.8934,13,-0.09287,0.5471,0.08805,-3.451,0.5,-0.4822,-2.289,0.27,0.7523,-2.044,0.58,-0.1373,-3.071,0.1912,0.6256,-10.1,0.07
32,1.568,0.651,35,-0.759,0.58952558,26,1.139,1.676,87,1.324,1.729,18,0.6542,0.8664,11,-0.07832,0.5082,0.1724,-3.211,0.5,-0.5773,-0.6378,0.27,0.7543,-2.005,0.58,-0.185,-3.036,0.1817,0.6358,-10.21,0.07
32,1.439,1.071,32,0.05281,0.721231787,23,1.139,1.656,87,1.324,1.572,18,0.6247,0.8074,11,-0.07832,0.5774,0.1724,-3.211,0.5,-0.5863,-0.7427,0.27,0.7543,-2.005,0.58,-0.1637,-3.152,0.1881,0.6316,-10.01,0.07
31,1.472,1.015,29,0.05281,0.274057372,20,1.233,1.11,87,1.285,1.581,18,0.6155,0.8022,11,-0.07832,0.6568,0.2036,-3.147,0.5,-0.5683,-0.7467,0.27,0.7543,-2.005,0.58,-0.1269,-3.191,0.1898,0.6316,-10.01,0.07
34,1.474,0.959,28,0.05281,0.297192883,24,1.233,1.146,88,1.26,1.719,20,0.6854,0.849,9,-0.07832,0.5871,0.153,-3.076,0.5,-0.5683,-0.7467,0.27,0.7417,-1.994,0.58,-0.1701,-2.894,0.1881,0.6316,-10.01,0.07
34,1.457,0.9427,31,0.05281,0.718527076,20,1.233,1.061,87,1.26,1.839,20,0.6672,0.8805,12,0.003255,0.6374,0.1278,-2.786,0.5,-0.5796,-0.8312,0.27,0.7429,-2.087,0.58,-0.2289,-2.829,0.1825,0.7076,-10.36,0.07
39,1.457,0.859,43,0.05281,0.715730285,21,1.241,1.15,87,1.26,1.65,25,0.5873,0.6857,11,0.001577,0.6002,0.1364,-3.015,0.5,-0.5469,-0.8847,0.27,0.7493,-2.115,0.58,-0.2503,-2.624,0.1839,0.7076,-10.36,0.07
45,1.399,1.073,25,1.488,0.446645697,20,1.291,1.304,88,1.246,1.484,22,0.708,0.7324,16,0.001577,0.5947,0.1495,-3.063,0.5,-0.5469,-0.8847,0.27,0.7493,-2.115,0.58,-0.2503,-2.624,0.1839,0.7076,-10.36,0.07
43,1.399,0.8267,34,0.6267,0.256392056,21,1.346,1.899,88,1.181,1.786,26,0.7263,0.7103,14,0.08023,0.5774,0.1444,-3.152,0.5,-0.5633,-0.7161,0.27,0.7508,-2.109,0.58,-0.2821,-2.776,0.1854,0.7111,-10.49,0.07
42,1.399,1.161,41,0.4936,0.256392056,18,1.46,1.52,89,1.181,1.687,23,0.6497,0.6496,12,0.1216,0.6629,0.1616,-2.95,0.5,-0.5633,-0.7161,0.27,0.7795,-2.17,0.58,-0.2821,-2.776,0.1854,0.7071,-10.61,0.07
41,1.399,1.04,45,0.4936,0.19912442,20,1.46,1.219,90,1.181,1.525,23,0.6497,0.7115,13,0.1236,0.6335,0.1616,-2.95,0.5,-0.5436,-0.7368,0.27,0.8347,-1.947,0.58,-0.2706,-2.701,0.1819,0.7071,-10.61,0.07
36,1.33,1.011,41,0.4936,0.077671247,19,1.513,1.594,87,1.181,1.431,24,0.6497,0.7684,11,0.1236,0.6821,0.13,-2.799,0.5,-0.5223,-0.6973,0.27,0.8347,-1.947,0.58,-0.2706,-2.701,0.1819,0.7071,-10.61,0.07
42,1.329,0.7578,43,0.4936,0.068836134,19,1.598,1.49,86,1.181,1.443,28,0.6497,0.717,15,0.1459,0.5849,0.1447,-2.833,0.5,-0.5467,-0.5755,0.27,0.7431,-1.818,0.58,-0.2454,-2.639,0.1854,0.7356,-10.37,0.07
40,1.309,1.175,48,-0.3288,0.26555083,19,1.595,1.437,86,1.181,1.513,25,0.6325,0.677,17,0.1956,0.5588,0.2415,-2.787,0.5,-0.5423,-0.4619,0.27,0.7431,-1.818,0.58,-0.2454,-2.639,0.1854,0.7356,-10.37,0.07
48,1.309,0.9408,40,-0.5494,0.173389225,20,1.595,1.614,86,1.181,1.602,24,0.5214,0.6324,18,0.1956,0.5004,0.04504,-2.813,0.5,-0.5017,-0.5514,0.27,0.6775,-1.728,0.58,-0.2893,-2.521,0.1935,0.7283,-10.47,0.07
50,1.315,0.828,49,-0.5494,0.173389225,19,1.529,1.329,86,1.244,1.65,21,0.551,0.6449,17,0.2425,0.5556,-0.06073,-2.741,0.5,-0.4484,-0.7155,0.27,0.7028,-1.86,0.58,-0.3024,-2.517,0.1897,0.7032,-10.55,0.07
48,1.315,0.8856,49,-0.5494,0.173389225,21,1.583,1.492,86,1.244,1.43,25,0.5632,0.7571,11,0.2425,0.4892,-0.06073,-2.741,0.5,-0.4516,-0.9288,0.27,0.7028,-1.86,0.58,-0.3019,-2.461,0.192,0.7032,-10.55,0.07
53,1.319,0.8366,46,0.1324,0.173389225,19,1.583,1.707,86,1.244,1.664,22,0.5542,0.6018,13,0.159,0.4866,-0.06073,-2.741,0.5,-0.4516,-0.9288,0.27,0.6747,-1.838,0.58,-0.04772,-2.221,0.1817,0.6854,-10.66,0.07
48,1.319,0.7588,36,0.1324,0.388738743,21,1.663,1.936,86,1.294,1.539,20,0.5823,0.5645,15,0.159,0.5365,-0.04137,-2.883,0.5,-0.4516,-0.9288,0.27,0.6382,-1.856,0.58,-0.04772,-2.221,0.1817,0.6854,-10.66,0.07
43,1.319,0.6925,38,-0.02492,0.388738743,19,1.6,1.927,86,1.293,1.682,23,0.5818,0.8125,16,0.2461,0.5314,-0.04137,-2.883,0.5,-0.4488,-1.223,0.27,0.6567,-1.925,0.58,-0.04179,-2.192,0.1827,0.6698,-10.66,0.07
41,1.358,0.6569,38,-0.02492,0.388738743,20,1.564,1.823,86,1.293,1.587,22,0.5818,0.5952,13,0.2461,0.6329,-0.0545,-3.068,0.5,-0.4613,-1.47,0.27,0.4838,-1.864,0.58,-0.04179,-2.192,0.1827,0.6698,-10.66,0.07
37,1.351,0.6752,43,-0.02492,0.383593826,18,1.487,1.292,86,1.293,1.584,24,0.5818,0.8448,15,-0.06502,0.4649,-0.09106,-2.883,0.5,-0.4322,-1.656,0.27,0.6654,-1.626,0.58,-0.09975,-2.081,0.1817,0.6698,-10.66,0.07
46,1.271,0.6392,47,1.078,0.232855437,20,1.667,1.584,86,1.293,1.451,22,0.5818,0.6531,12,-0.08528,0.4413,0.005921,-1.918,0.5,-0.4322,-1.656,0.27,0.6475,-1.576,0.58,0.06427,-1.148,0.2141,0.6618,-10.76,0.07
43,1.271,0.6128,55,0.7497,0.11368276,18,1.45,1.764,86,1.367,1.573,23,0.6816,0.8691,13,-0.1283,0.6106,-0.02179,-1.832,0.5,-0.4085,-1.713,0.27,0.5565,-1.699,0.58,0.03809,-0.8974,0.2164,0.6599,-11.17,0.07
35,1.245,0.7119,38,-0.4901,0.582442704,21,1.45,1.453,87,1.367,1.576,23,0.678,0.9651,15,-0.1283,0.5007,-0.09561,-1.751,0.5,-0.4194,-1.793,0.27,0.5565,-1.699,0.58,0.03809,-0.8974,0.2164,0.695,-10.67,0.07
35,1.242,0.973,28,-0.4901,0.507628816,19,1.319,1.371,86,1.382,1.954,22,0.6261,0.8385,13,-0.1283,0.7764,-0.09988,-1.789,0.5,-0.3585,-1.872,0.27,0.5144,-1.759,0.58,0.1148,-1.025,0.2239,0.695,-10.67,0.07
34,1.242,0.7397,32,-0.4901,0.31803197,20,1.237,1.201,87,1.344,1.571,23,0.6825,1.05,13,-0.08236,0.6495,-0.1173,-1.755,0.5,-0.4889,-2.082,0.27,0.5017,-1.877,0.58,-0.03432,-0.5016,0.2104,0.695,-10.67,0.07
36,1.242,1.313,35,-0.4901,0.31803197,20,1.132,1.146,87,1.345,1.428,23,0.6825,0.6037,16,-0.1593,0.729,-0.07571,-2.496,0.5,-0.4576,-1.963,0.27,0.5586,-2.069,0.58,-0.02086,-0.5193,0.2043,0.6873,-10.72,0.07
34,1.269,1.286,38,-0.4901,0.286719677,19,1.132,0.9058,87,1.383,1.768,24,0.6825,0.689,13,-0.1593,0.684,-0.1841,-2.421,0.5,-0.4546,-2.099,0.27,0.5364,-2.131,0.58,-0.1248,-0.5139,0.2055,0.6986,-10.79,0.07
36,1.22,1.096,31,0.05737,0.286719677,17,1.074,1.442,88,1.362,1.468,22,0.6825,0.662,18,-0.1554,0.6367,-0.1433,-2.317,0.5,-0.4196,-2.108,0.27,0.5364,-2.131,0.58,-0.005432,-0.9188,0.2399,0.6959,-11.34,0.07
35,1.22,1.379,40,0.05737,0.286719677,18,1.023,1.685,87,1.362,1.5,25,0.7136,0.6541,17,-0.1554,0.6562,-0.2082,-2.164,0.5,-0.418,-2.192,0.27,0.5364,-2.131,0.58,0.02604,-0.8966,0.2414,0.6937,-11.43,0.07
39,1.172,1.102,54,0.05737,0.372076036,18,1.023,1.608,87,1.362,1.535,24,0.7069,0.6509,18,-0.1554,0.6832,-0.2538,-2.04,0.5,-0.418,-2.192,0.27,0.5464,-1.995,0.58,0.002772,-0.7933,0.2422,0.6937,-11.43,0.07
38,1.157,1.056,53,0.05737,0.280762462,19,1.023,1.541,88,1.362,1.297,24,0.7041,0.637,19,-0.05039,0.6799,-0.2538,-2.04,0.5,-0.453,-2.218,0.27,0.5508,-1.881,0.58,0.04635,-0.8598,0.2421,0.6937,-11.43,0.07
38,1.207,1.044,45,0.05737,0.439897378,19,1.303,1.945,88,1.362,1.332,19,0.6524,0.7766,12,-0.002082,0.6472,-0.2538,-2.04,0.5,-0.453,-2.218,0.27,0.4982,-1.87,0.58,0.02415,-0.8438,0.2397,0.7113,-12,0.07
38,1.12,1.444,38,0.05737,0.666458423,20,1.303,1.302,87,1.257,1.115,26,0.6524,0.7858,16,-0.002082,0.6017,-0.3552,-2.008,0.5,-0.4391,-2.242,0.27,0.5089,-1.811,0.58,0.1238,-0.9689,0.2391,0.7107,-11.67,0.07
37,1.153,1.228,35,0.05737,0.359060008,20,1.341,1.408,87,1.257,1.763,28,0.7014,0.907,18,0.03883,0.5874,-0.3221,-2.176,0.5,-0.4391,-2.242,0.27,0.4208,-1.626,0.58,0.1573,-1.036,0.2335,0.7094,-12.16,0.07
37,1.131,1.099,31,0.05737,0.168870848,24,1.431,1.605,89,1.257,1.295,28,0.7014,0.7977,16,-0.04517,0.725,-0.3237,-2.087,0.5,-0.4391,-2.242,0.27,0.4208,-1.626,0.58,0.1579,-1.105,0.2311,0.6854,-12.25,0.07
37,1.131,1.131,20,-0.7455,0.168870848,19,1.31,1.627,90,1.257,1.322,31,0.7133,0.9021,15,-0.06856,0.597,-0.3237,-2.087,0.5,-0.4583,-2.087,0.27,0.4208,-1.626,0.58,0.08747,-1.13,0.228,0.6891,-11.57,0.07
36,1.116,0.9739,19,-0.7455,0.925057961,24,1.401,1.514,90,1.281,1.445,29,0.7133,0.9002,13,-0.02044,0.5912,-0.2493,-2.203,0.5,-0.485,-1.792,0.27,0.3885,-1.706,0.58,0.11,-1.256,0.2291,0.6786,-11.47,0.07
37,1.116,1.577,15,0.2717,0.933937692,19,1.401,1.631,89,1.281,1.241,26,0.7055,0.9042,9,-0.02044,0.5518,-0.2493,-2.203,0.5,-0.4927,-1.842,0.27,0.4238,-1.657,0.58,0.1169,-1.342,0.2277,0.6786,-11.47,0.07
39,1.072,1.608,16,0.2717,1.076169881,19,1.401,1.865,88,1.281,1.241,24,0.7055,0.7271,10,-0.05992,0.6106,-0.2532,-2.256,0.5,-0.4927,-1.842,0.27,0.4438,-1.672,0.58,0.04866,-1.251,0.219,0.6944,-11.26,0.07
44,1.145,1.036,18,0.2717,0.747168366,20,1.335,1.843,90,1.317,1.256,19,0.6498,0.7718,15,-0.05992,0.5754,-0.2532,-2.256,0.5,-0.5336,-1.635,0.27,0.4079,-1.606,0.58,0.03807,-1.167,0.2213,0.6967,-10.8,0.07
40,1.188,1.252,20,0.2717,1.032848958,18,1.414,1.556,90,1.317,1.792,21,0.6498,0.9387,19,-0.06636,0.7159,-0.2532,-2.256,0.5,-0.5336,-1.635,0.27,0.6435,-1.803,0.58,0.03807,-1.167,0.2213,0.6741,-10.88,0.07
35,1.188,1.199,17,-0.5131,1.032848958,21,1.402,1.969,88,1.3,1.1,18,0.6498,0.8409,18,-0.07158,0.5793,-0.2565,-2.553,0.5,-0.5233,-1.878,0.27,0.6347,-1.793,0.58,0.07961,-1.319,0.222,0.682,-10.91,0.07
37,1.207,1.148,16,-0.2001,0.82810797,21,1.755,1.236,91,1.3,1.258,16,0.6372,0.7903,18,-0.07453,0.6948,-0.05087,-2.248,0.5,-0.5324,-1.529,0.27,0.6347,-1.793,0.58,0.1321,-1.311,0.2275,0.6741,-10.81,0.07
38,1.294,1.075,20,-0.2001,0.860345642,17,1.721,1.494,89,1.244,1.304,17,0.6268,0.8459,15,-0.07453,0.678,-0.1173,-2.16,0.5,-0.5286,-1.485,0.27,0.593,-1.747,0.58,0.1415,-1.175,0.2302,0.6833,-10.77,0.07
38,1.358,0.9503,20,-0.2001,0.780036937,18,1.712,1.915,89,1.347,1.303,18,0.6268,0.714,13,-0.04825,0.5812,-0.1173,-2.16,0.5,-0.4724,-0.758,0.27,0.6077,-1.706,0.58,0.438,-1.416,0.2059,0.6833,-10.77,0.07
40,1.338,1.044,20,0.008539,0.790442416,17,1.831,1.116,89,1.288,1.504,20,0.6268,0.6818,14,-0.07796,0.6843,-0.1063,-2.127,0.5,-0.4569,-0.8093,0.27,0.6077,-1.706,0.58,0.4463,-1.467,0.2062,0.6833,-10.77,0.07
40,1.343,1.011,20,0.008539,0.563094202,17,1.953,1.122,89,1.288,1.509,17,0.6268,0.6034,10,0.2266,0.555,-0.1392,-1.986,0.5,-0.4338,-0.6722,0.27,0.3774,-1.354,0.58,0.4874,-1.417,0.2038,0.6833,-10.77,0.07
37,1.267,1.009,22,0.008539,0.575544855,16,1.831,1.126,90,1.288,1.167,19,0.5805,0.6159,10,0.2266,0.6023,-0.12,-2.219,0.5,-0.4319,-0.9387,0.27,0.4257,-1.325,0.58,0.5166,-1.462,0.2042,0.6857,-10.84,0.07
30,1.312,0.9529,17,0.008539,0.907221798,16,1.753,1.198,88,1.288,1.313,22,0.5753,0.995,11,0.2079,0.5973,-0.07876,-2.629,0.5,-0.3714,-0.5176,0.27,0.4257,-1.325,0.58,0.5913,-1.678,0.2406,0.6787,-10.9,0.07
35,1.338,0.8693,20,0.008539,0.907221798,16,1.855,1.187,90,1.341,1.343,24,0.5753,0.9269,10,0.2079,0.541,-0.1359,-2.014,0.5,-0.3726,-1.128,0.27,0.4257,-1.325,0.58,0.5913,-1.678,0.2406,0.6593,-11.02,0.07
35,1.321,1.04,20,-0.1599,0.985581668,16,1.745,1.181,90,1.32,1.219,20,0.5583,0.9161,13,0.2079,0.7098,-0.1359,-2.014,0.5,-0.3726,-1.128,0.27,0.4736,-1.466,0.58,0.39,-0.9027,0.2182,0.6842,-10.28,0.07
35,1.224,0.932,29,-0.1599,0.985581668,17,1.981,1.25,90,1.327,1.252,22,0.5619,0.792,14,0.05461,0.7175,-0.1045,-1.18,0.5,-0.3583,-1.434,0.27,0.4043,-1.521,0.58,0.3195,-0.9751,0.2187,0.6305,-8.359,0.07
30,1.233,1.159,19,-0.2276,0.852336321,17,2.061,1.273,90,1.409,1.224,23,0.5619,1.062,14,0.1269,0.7736,-0.1045,-1.18,0.5,-0.3583,-1.434,0.27,0.4043,-1.521,0.58,0.3345,-0.9601,0.2201,0.6305,-8.359,0.07
35,1.234,0.9066,20,-0.3019,0.852336321,16,2.169,1.185,89,1.409,1.375,19,0.5619,1.196,11,0.1451,0.5702,-0.06164,-1.166,0.5,-0.3886,-1.355,0.27,0.4043,-1.521,0.58,0.3591,-0.925,0.2173,0.6295,-8.176,0.07
38,1.234,0.9381,14,-0.3019,0.374887557,18,2.28,1.141,89,1.409,1.332,17,0.5434,0.9944,11,0.1451,0.5192,-0.07265,-1.059,0.5,-0.4295,-1.277,0.27,0.4043,-1.521,0.58,0.382,-0.8538,0.2214,0.6519,-8.364,0.07
38,1.342,0.9038,14,0.3689,0.336504244,20,2.158,1.14,89,1.409,1.29,18,0.5409,0.9621,13,0.1497,0.502,-0.07265,-1.059,0.5,-0.4644,-1.226,0.27,0.423,-1.422,0.58,0.3686,-0.6977,0.2275,0.6519,-8.364,0.07
40,1.346,0.9581,14,0.3689,0.784571936,17,2.349,1.108,86,1.409,1.257,17,0.5409,0.8926,12,0.1497,0.6199,-0.149,-0.9444,0.5,-0.5431,-0.9594,0.27,0.1232,-1.469,0.58,-0.02965,-0.5402,0.2292,0.6881,-8.232,0.07
