Kapiti_F,Kapiti_D,Kapiti_S,Maunga_F,Maunga_D,Maunga_S,Rotok_F,Rotok_D,Rotok_S,Tiri_F,Tiri_D,Tiri_S,Karori_F,Karori_D,Karori_S,Bushy_F,Bushy_D,Bushy_S,Bushy_a,Bushy_b,Bushy_T,Karori_a,Karori_b,Karori_T,Maunga_a,Maunga_b,Maunga_T,Rotok_a,Rotok_b,Rotok_T,Tiri_a,Tiri_b,Tiri_T
43,1.263,1.137,44,1.537,0.575811621,22,1.207,1.173,,,,37,0.5128,0.8349,16,0.05249,0.4892,-0.7596,-1.825,0.5,-0.524,0.5459,0.27,0.1547,-1.283,0.58,-0.502,-1.525,0.2393,,,
47,1.315,1.03,50,1.092,0.565681708,18,1.207,1.268,,,,38,0.6242,0.6749,19,0.07887,0.5291,-1.313,-2.511,0.5,-0.5097,0.7241,0.27,0.1547,-1.283,0.58,-0.4843,-1.715,0.2371,,,
50,1.315,1.3,38,0.6628,0.539657728,19,1.207,1.241,,,,37,0.6242,0.6776,21,0.07407,0.5394,-1.275,-2.617,0.5,-0.5078,0.6311,0.27,0.1466,-1.276,0.58,-0.4536,-1.896,0.2443,,,
42,1.315,1.317,43,-0.03061,0.591854596,19,1.243,1.024,,,,39,0.6133,0.708,15,-0.002085,0.5653,-1.275,-2.617,0.5,-0.4895,0.4364,0.27,0.1466,-1.276,0.58,-0.518,-1.813,0.2397,,,
43,1.333,0.8565,41,-0.03061,0.138570129,21,1.107,1.653,,,,34,0.5181,0.6441,14,-0.002085,0.5751,-1.279,-2.482,0.5,-0.4528,0.4117,0.27,0.1466,-1.276,0.58,-0.4985,-1.756,0.2334,,,
42,1.333,1.119,48,-0.03061,0.138570129,18,1.189,0.9499,,,,36,0.5181,0.6204,13,-0.03823,0.6402,-1.266,-2.696,0.5,-0.4278,0.5362,0.27,0.1466,-1.276,0.58,-0.4716,-1.983,0.2362,,,
36,1.333,1.064,44,0.5864,0.138570129,18,1.372,1.03,,,,40,0.5181,1.02,16,-0.07969,0.644,-1.266,-2.696,0.5,-0.5122,0.6621,0.27,0.1466,-1.276,0.58,-0.4716,-1.983,0.2362,,,
43,1.333,1.008,48,0.5864,0.071253548,19,1.372,1.554,,,,36,0.603,0.6872,17,-0.06222,0.788,-1.266,-2.696,0.5,-0.4922,0.5477,0.27,0.1466,-1.276,0.58,-0.4686,-1.915,0.2225,,,
41,1.333,1.305,44,0.5864,0.071253548,21,1.726,0.826,,,,39,0.6307,0.7448,15,-0.0541,0.6849,-1.506,-2.383,0.5,-0.4915,0.522,0.27,0.1961,-1.433,0.58,-0.5246,-1.846,0.2191,,,
49,1.386,1.68,42,0.5864,0.071253548,20,1.429,1.209,,,,43,0.6629,0.9992,17,-0.0541,0.6662,-1.506,-2.328,0.5,-0.5086,0.7315,0.27,0.3378,-1.403,0.58,-0.5959,-1.68,0.2156,,,
48,1.455,1.375,38,0.5864,0.383551429,19,1.434,1.888,,,,43,0.6629,0.6103,16,-0.003363,0.7766,-1.605,-2.608,0.5,-0.5026,0.743,0.27,0.4036,-1.355,0.58,-0.6078,-1.755,0.215,,,
49,1.57,1.231,38,0.5864,0.404593279,18,1.504,0.999,,,,41,0.5872,0.8453,16,-0.005606,0.7147,-1.605,-2.608,0.5,-0.4898,0.9883,0.27,0.4036,-1.355,0.58,-0.6551,-1.939,0.2056,,,
46,1.57,0.9565,38,0.5864,0.389396974,19,1.739,1.593,,,,37,0.5878,0.8742,13,-0.005606,0.6326,-1.686,-2.595,0.5,-0.5142,0.7397,0.27,0.4036,-1.355,0.58,-0.7283,-1.84,0.2049,,,
48,1.57,1.179,45,0.5864,0.320665949,18,1.268,1.703,,,,34,0.5826,0.7674,13,0.06621,0.6418,-1.578,-2.778,0.5,-0.5175,0.8248,0.27,0.4718,-1.335,0.58,-0.7283,-1.84,0.2049,,,
45,1.57,0.7853,34,0.5864,0.320665949,29,1.304,1.834,,,,29,0.5826,0.7103,10,-0.06221,0.638,-1.726,-2.465,0.5,-0.5175,0.8248,0.27,0.4718,-1.335,0.58,-0.7054,-2.058,0.2022,,,
44,1.694,1.124,33,0.5864,0.494002048,23,1.388,1.924,,,,26,0.5826,0.768,15,-0.01879,0.5006,-1.758,-2.426,0.5,-0.4912,0.7506,0.27,0.3938,-1.28,0.58,-0.4376,-1.615,0.1958,,,
43,1.629,1.28,46,0.5864,0.494002048,28,0.8729,1.871,,,,26,0.6675,0.7586,16,0.1034,0.4863,-1.702,-2.607,0.5,-0.4817,0.5865,0.27,0.3938,-1.28,0.58,-0.1677,-2.035,0.185,,,
45,1.638,1.139,41,0.9749,0.063037317,19,0.9789,1.497,,,,31,0.6675,1.036,14,0.1795,0.4993,-1.636,-2.541,0.5,-0.4817,0.5865,0.27,0.3505,-1.279,0.58,-0.2005,-1.864,0.1921,,,
46,1.72,1.037,40,0.9749,0.263317021,23,1.075,1.421,,,,23,0.5924,0.7498,15,-0.00103,0.4638,-1.591,-2.573,0.5,-0.507,0.5099,0.27,0.3019,-1.338,0.58,-0.1171,-2.067,0.1877,,,
39,1.703,1.045,38,0.9749,0.245502451,23,1.075,1.43,,,,24,0.5924,0.6234,12,-0.03368,0.5445,-1.591,-2.573,0.5,-0.4959,0.8168,0.27,0.3251,-1.363,0.58,-0.1377,-1.888,0.1984,,,
38,1.72,1.086,37,0.9749,0.460396192,19,1.199,1.755,,,,22,0.7253,0.624,10,-0.03512,0.5093,-1.591,-2.573,0.5,-0.4524,0.4358,0.27,0.2965,-1.393,0.58,-0.1229,-1.92,0.1918,,,
47,1.663,1.177,43,0.8517,0.436598778,24,1.223,1.897,,,,22,0.7253,0.7578,11,0.005106,0.5957,-1.591,-2.573,0.5,-0.4524,0.4358,0.27,0.3642,-1.392,0.58,-0.1229,-1.92,0.1918,,,
40,1.663,1.292,46,0.8517,0.34221407,23,1.223,1.84,,,,22,0.6372,0.7154,12,0.005106,0.6102,-1.671,-2.257,0.5,-0.4524,0.4358,0.27,0.3878,-1.346,0.58,-0.1699,-1.833,0.1888,,,
40,1.528,1.445,53,0.8517,0.282053555,22,1.224,1.887,,,,28,0.6372,0.7551,14,0.01812,0.562,-1.701,-1.871,0.5,-0.4524,0.4358,0.27,0.3438,-1.319,0.58,-0.1699,-1.833,0.1888,,,
44,1.547,0.9536,47,0.8517,0.20786397,20,1.168,1.512,,,,25,0.5658,0.7455,11,-0.0326,0.6243,-1.712,-1.741,0.5,-0.4091,0.3999,0.27,0.3438,-1.319,0.58,-0.1854,-1.736,0.189,,,
38,1.547,0.8438,45,0.8517,0.272699294,21,1.029,1.624,,,,26,0.5658,0.8873,12,-0.0326,0.6667,-1.708,-1.653,0.5,-0.4091,0.3999,0.27,0.3438,-1.319,0.58,-0.218,-1.702,0.1877,,,
42,1.547,0.9577,38,0.8517,0.306547565,20,1.182,1.323,,,,27,0.5658,1.011,9,-0.05065,0.7035,-1.626,-1.731,0.5,-0.3996,0.3105,0.27,0.2581,-1.335,0.58,0.1611,-3.065,0.234,,,
41,1.547,0.9595,38,0.05306,0.447253198,18,1.182,1.588,,,,23,0.5658,0.9144,10,0.2097,0.5322,-1.652,-1.788,0.5,-0.3955,0.3029,0.27,0.2581,-1.335,0.58,0.1918,-3.154,0.2384,,,
43,1.547,0.9722,49,1.323,0.387939828,18,1.182,1.975,,,,25,0.6348,0.7543,10,0.2052,0.5027,-1.781,-1.872,0.5,-0.3955,0.3029,0.27,0.2329,-1.077,0.58,0.1918,-3.154,0.2384,,,
40,1.515,0.9667,57,1.323,0.827852308,19,1.182,1.435,,,,26,0.6348,0.9484,11,0.1336,0.6807,-1.781,-1.872,0.5,-0.3652,0.3641,0.27,0.246,-1.143,0.58,0.177,-3.345,0.2383,,,
44,1.459,0.8204,46,1.068,0.681964092,17,1.626,1.445,,,,26,0.6348,0.8046,11,0.06619,0.6297,-1.72,-1.784,0.5,-0.3652,0.3641,0.27,0.2104,-0.9958,0.58,0.1625,-3.22,0.2333,,,
43,1.459,1.097,51,1.068,0.687978825,18,1.626,1.029,,,,22,0.7239,0.9347,16,0.1235,0.6143,-1.622,-1.866,0.5,-0.3676,0.338,0.27,0.4285,-0.96,0.58,0.09107,-3.311,0.2266,,,
38,1.489,1.229,43,1.068,0.831823473,17,1.759,1.058,,,,19,0.7239,0.977,13,0.1235,0.6002,-1.544,-1.943,0.5,-0.3941,0.5557,0.27,0.4285,-0.96,0.58,0.1233,-3.369,0.2309,,,
33,1.489,1.244,39,1.068,0.587624426,17,1.772,1.219,,,,19,0.694,0.7087,11,0.1454,0.6242,-1.577,-2.221,0.5,-0.4072,0.5907,0.27,0.4285,-0.96,0.58,0.1233,-3.369,0.2309,,,
38,1.561,1.397,38,1.068,0.414788513,19,1.834,1.31,,,,24,0.7241,0.6969,9,0.1924,0.6978,-1.577,-2.221,0.5,-0.4383,0.5853,0.27,0.3782,-0.9533,0.58,0.1241,-3.544,0.236,,,
37,1.561,1.444,36,0.6196,0.414788513,16,1.834,1.59,,,,22,0.6856,0.7089,12,0.1924,0.5896,-1.587,-2.417,0.5,-0.4383,0.5853,0.27,0.3782,-0.9533,0.58,0.1365,-3.727,0.2312,,,
40,1.557,1.299,36,0.6196,1.181296006,18,1.305,1.488,,,,21,0.6856,0.7907,11,0.2624,0.7236,-1.635,-2.672,0.5,-0.466,0.5945,0.27,0.4098,-0.8858,0.58,0.1156,-3.683,0.2341,,,
35,1.554,1.429,42,0.6196,1.107371597,16,1.305,1.188,,,,22,0.7706,0.8163,9,0.2624,0.6946,-1.576,-2.501,0.5,-0.4473,0.8086,0.27,0.4098,-0.8858,0.58,0.1156,-3.683,0.2341,,,
35,1.554,0.9138,53,0.8737,0.690925903,20,1.329,1.235,,,,16,0.6841,0.6452,10,0.2815,0.6704,-1.576,-2.501,0.5,-0.4473,0.8086,0.27,0.4506,-0.8632,0.58,0.1714,-3.641,0.2389,,,
34,1.554,1.174,49,0.8737,0.747175912,19,1.337,0.7322,,,,20,0.6851,0.836,12,0.2892,0.621,-1.609,-2.703,0.5,-0.3915,0.821,0.27,0.5386,-0.8338,0.58,0.1714,-3.641,0.2389,,,
34,1.513,0.9933,46,0.8737,0.52540925,17,1.337,1.284,,,,18,0.7138,0.7008,12,0.2551,0.689,-1.597,-3.103,0.5,-0.415,0.8225,0.27,0.5386,-0.8338,0.58,0.1714,-3.641,0.2389,,,
30,1.508,1.095,50,0.4065,0.578969199,20,1.187,1.346,,,,17,0.7138,0.6592,13,0.3037,0.6223,-1.682,-3.24,0.5,-0.4148,0.7922,0.27,0.5132,-0.7527,0.58,0.09333,-3.676,0.2318,,,
32,1.508,0.9911,48,0.4065,0.581756524,20,1.293,1.68,,,,17,0.7138,0.623,10,0.349,0.6464,-1.682,-3.24,0.5,-0.4368,0.8624,0.27,0.5054,-0.6264,0.58,0.1062,-3.657,0.2354,,,
37,1.504,0.9639,59,0.7212,0.581756524,19,1.278,0.9645,,,,21,0.695,0.6381,10,0.3459,0.5748,-1.764,-3.273,0.5,-0.3175,0.5146,0.27,0.5037,-0.6078,0.58,0.1907,-3.843,0.2312,,,
39,1.575,0.9553,49,0.735,0.581756524,20,1.278,1.106,,,,23,0.7263,0.6756,13,0.3459,0.5737,-1.825,-3.087,0.5,-0.3046,0.4242,0.27,0.4424,-0.7014,0.58,0.1907,-3.843,0.2312,,,
38,1.643,0.9815,51,-0.226,0.581756524,18,1.278,1.508,,,,24,0.8163,0.6834,11,0.3557,0.517,-1.825,-3.087,0.5,-0.3046,0.4242,0.27,0.4839,-0.8262,0.58,0.1351,-3.77,0.2337,,,
45,1.725,0.8861,51,-0.226,0.343511848,18,1.363,1.485,,,,26,0.7742,0.6472,8,0.3616,0.523,-1.699,-3.111,0.5,-0.3235,0.3615,0.27,0.4154,-0.7332,0.58,0.1351,-3.77,0.2337,,,
42,1.84,0.7741,62,-0.0131,0.343511848,17,1.158,1.422,,,,20,0.8839,0.8228,7,0.4201,0.5561,-1.699,-3.111,0.5,-0.3332,0.4853,0.27,0.3333,-0.7301,0.58,0.1351,-3.77,0.2337,,,
37,1.84,0.9158,66,0.1952,0.343511848,18,1.158,1.915,,,,19,0.8839,0.7786,7,0.4201,0.798,-1.685,-3.245,0.5,-0.2454,-0.009974,0.27,0.0764,-0.9188,0.58,0.06258,-3.753,0.226,,,
39,1.84,0.9262,54,0.1952,0.456476641,21,1.12,1.204,,,,22,0.8839,0.7976,7,0.4286,0.8066,-1.685,-3.245,0.5,-0.2454,-0.009974,0.27,0.09012,-0.9458,0.58,0.1801,-3.922,0.2434,,,
38,1.799,0.9681,55,0.481,0.50558151,20,1.136,1.634,,,,21,0.8839,0.7279,9,0.381,0.7937,-1.741,-3.405,0.5,-0.2086,0.1475,0.27,0.09012,-0.9458,0.58,0.1435,-3.973,0.2386,,,
33,1.744,0.7143,57,-0.3312,0.686252114,19,1.416,1.808,,,,24,0.8839,0.6709,7,0.381,0.7423,-1.807,-3.278,0.5,-0.2086,0.1475,0.27,0.03814,-0.7982,0.58,0.1767,-4.009,0.2333,,,
37,1.744,0.704,69,-0.3312,0.563217689,22,1.378,1.889,,,,21,0.8839,0.6742,8,0.2864,0.691,-1.831,-3.314,0.5,-0.2086,0.1475,0.27,0.03814,-0.7982,0.58,0.2321,-4.144,0.2334,,,
39,1.744,0.8502,56,-0.3312,0.500245703,21,1.083,1.395,,,,21,0.8132,0.5402,10,0.3335,0.6159,-1.78,-3.335,0.5,-0.1762,-0.1882,0.27,0.03814,-0.7982,0.58,0.2321,-4.144,0.2334,,,
41,1.818,1.003,61,0.02386,0.507000694,24,1.194,1.017,,,,23,0.8132,0.5738,8,0.3003,0.7717,-1.573,-2.407,0.5,-0.1762,-0.1882,0.27,0.03814,-0.7982,0.58,0.2079,-4.13,0.2254,,,
32,1.854,1.031,57,0.02386,0.59097518,22,1.403,1.08,,,,24,0.8132,0.6061,10,0.3395,0.7642,-1.487,-2.542,0.5,-0.1915,-0.4426,0.27,-0.08378,-0.6681,0.58,0.2802,-4.38,0.2254,,,
38,1.911,1.451,66,0.02386,0.59097518,21,1.377,1.114,,,,19,0.7842,0.7788,11,0.2934,0.5901,-1.42,-2.661,0.5,-0.1915,-0.4426,0.27,-0.1387,-0.7117,0.58,0.3499,-4.541,0.23,,,
34,1.911,1.112,53,0.02386,0.757456912,21,1.304,1.534,,,,21,0.8439,0.718,14,0.3411,0.8246,-1.42,-2.661,0.5,-0.2193,-0.398,0.27,-0.1387,-0.7117,0.58,0.37,-4.518,0.2349,,,
39,1.911,1.064,55,0.02386,0.757456912,23,1.362,1.873,,,,20,0.8869,0.6999,10,0.3378,0.8468,-1.664,-3.041,0.5,-0.2193,-0.398,0.27,-0.1229,-0.9844,0.58,0.3409,-4.327,0.2306,,,
40,2.132,1.204,69,0.02386,1.089713114,20,1.362,1.285,,,,19,0.9572,0.5988,10,0.3033,0.619,-1.683,-2.928,0.5,-0.2407,-0.5078,0.27,-0.1067,-0.7348,0.58,0.3409,-4.327,0.2306,,,
35,1.626,1.169,77,0.02386,1.089713114,20,1.303,1.242,,,,23,0.9435,0.7556,9,0.312,0.766,-1.544,-3.67,0.5,-0.2366,-0.5372,0.27,-0.1373,-0.7517,0.58,0.3308,-4.296,0.2264,,,
36,1.586,1.22,74,-0.5148,1.128655395,21,1.134,1.041,,,,20,0.9435,0.7357,13,0.3532,0.6821,-1.616,-3.46,0.5,-0.2366,-0.5372,0.27,-0.09667,-0.7625,0.58,0.3095,-4.348,0.2265,,,
36,1.544,1.591,86,-0.5148,0.955004494,19,1.134,1.176,,,,21,0.9397,0.8465,12,0.3532,0.6833,-1.665,-3.396,0.5,-0.2124,-0.6282,0.27,-0.144,-0.6778,0.58,0.2453,-4.272,0.2346,,,
34,1.544,1.582,73,-0.5148,0.955004494,20,1.313,1.229,,,,26,0.9939,0.7176,14,0.3523,0.6744,-1.665,-3.396,0.5,-0.2129,-0.7452,0.27,-0.2155,-0.6197,0.58,0.2453,-4.272,0.2346,,,
34,1.544,1.163,74,-0.5148,0.606618834,19,1.313,1.251,,,,22,0.875,0.7838,14,0.3863,0.6689,-1.665,-3.396,0.5,-0.2476,-0.7473,0.27,-0.3046,-0.4561,0.58,0.2453,-4.272,0.2346,,,
33,1.577,1.051,66,-0.5148,0.944940543,22,1.226,1.41,,,,23,0.875,0.5412,10,0.3421,0.5418,-1.828,-3.367,0.5,-0.2476,-0.7473,0.27,-0.3707,-0.3272,0.58,0.2453,-4.272,0.2346,,,
32,1.577,1.095,60,0.557,0.887942673,22,1.352,1.373,,,,24,0.875,0.8125,11,0.313,0.6245,-1.865,-3.507,0.5,-0.2653,-0.8034,0.27,-0.1223,-0.428,0.58,0.2453,-4.272,0.2346,,,
35,1.536,1.133,79,0.557,0.886900752,23,1.352,1.298,,,,21,0.875,0.9519,12,0.2741,0.5957,-1.841,-3.258,0.5,-0.2653,-0.8034,0.27,-0.1086,-0.4226,0.58,0.1949,-3.976,0.2333,,,
37,1.536,0.9771,66,0.2761,0.886900752,20,1.455,1.108,,,,20,0.875,0.904,14,0.3075,0.586,-1.888,-3.283,0.5,-0.3261,-0.7015,0.27,-0.1445,-0.4758,0.58,0.1764,-4.089,0.2277,,,
36,1.456,1.294,73,0.2761,0.886900752,21,1.455,1.488,,,,21,0.8508,0.8505,14,0.306,0.592,-1.888,-3.283,0.5,-0.311,-0.5996,0.27,0.09468,-0.5375,0.58,0.1739,-4.057,0.2281,,,
42,1.456,1.191,68,0.2761,0.754360451,21,1.197,1.752,,,,20,0.8908,0.6792,10,0.306,0.5903,-1.892,-3.281,0.5,-0.2879,-0.7909,0.27,0.1263,-0.6505,0.58,0.1727,-4.044,0.2227,,,
35,1.462,1.066,54,0.2761,0.311119276,21,1.175,1.836,,,,22,0.8908,0.8425,11,0.01018,0.6228,-1.892,-3.281,0.5,-0.3245,-0.8268,0.27,0.1263,-0.6505,0.58,0.2065,-3.847,0.2267,,,
32,1.436,1.029,40,0.2761,0.311119276,21,1.219,1.771,,,,20,0.8908,0.7967,16,0.06771,0.695,-1.734,-3.41,0.5,-0.3245,-0.8268,0.27,0.1637,-0.7242,0.58,0.2073,-3.68,0.2213,,,
34,1.436,0.9615,50,0.3374,0.311119276,23,1.189,1.755,,,,28,0.8908,0.6143,9,-0.0148,0.7172,-1.714,-3.071,0.5,-0.2978,-0.8828,0.27,0.1551,-0.7725,0.58,0.2514,-3.637,0.2136,,,
32,1.511,0.995,38,0.3374,0.311119276,21,1.129,1.781,,,,24,0.809,0.8098,13,-0.05126,0.5327,-1.714,-3.071,0.5,-0.326,-1.163,0.27,0.1991,-0.7362,0.58,0.3239,-3.81,0.2123,,,
37,1.511,0.7884,55,0.3374,0.207607637,25,1.21,2,,,,22,0.809,0.7136,11,-0.05126,0.5289,-1.733,-2.688,0.5,-0.3127,-0.9412,0.27,0.186,-0.7216,0.58,0.3518,-3.664,0.2161,,,
39,1.409,1.059,61,-0.4842,0.207607637,24,1.166,1.98,,,,20,0.8111,0.6785,12,-0.2333,0.5122,-1.733,-2.688,0.5,-0.3273,-1.171,0.27,0.1828,-0.7526,0.58,0.3159,-2.178,0.182,,,
43,1.326,1.06,38,1.201,0.303680663,21,1.166,1.421,,,,25,0.8111,0.7643,9,-0.1823,0.4907,-1.876,-2.339,0.5,-0.3273,-1.171,0.27,0.4071,-0.7169,0.58,0.3159,-2.178,0.182,,,
38,1.323,1.144,57,0.399,0.463403079,23,1.166,1.748,,,,34,0.8465,0.6598,13,0.05537,0.4558,-1.876,-2.339,0.5,-0.3527,-1.089,0.27,0.3838,-0.5989,0.58,0.3159,-2.178,0.182,,,
40,1.346,1.118,49,0.399,0.463403079,21,1.253,1.666,,,,20,0.8465,0.6933,11,0.09985,0.471,-1.921,-2.222,0.5,-0.3768,-0.7821,0.27,0.3271,-0.549,0.58,0.3159,-2.178,0.182,,,
39,1.39,1.296,45,0.399,0.437775725,21,1.389,1.454,,,,22,0.8721,0.6945,12,0.02697,0.6296,-1.857,-2.389,0.5,-0.3768,-0.7821,0.27,0.3363,-0.5735,0.58,0.4094,-2.242,0.1892,,,
36,1.387,0.8071,54,0.399,0.482346278,21,1.197,1.23,,,,27,0.7029,0.6078,13,0.02216,0.5305,-1.857,-2.389,0.5,-0.3879,-0.762,0.27,0.3363,-0.5735,0.58,0.4094,-2.242,0.1892,,,
36,1.387,0.8181,55,0.399,0.482346278,26,1.197,1.343,,,,21,0.6599,0.641,14,-0.05575,0.6831,-1.81,-2.277,0.5,-0.3995,-0.8676,0.27,0.3672,-0.5836,0.58,0.2035,-2.239,0.219,,,
40,1.387,0.7162,54,0.399,0.513421506,23,1.197,1.553,,,,20,0.6599,0.8165,14,-0.02316,0.4987,-1.231,-3.415,0.5,-0.4104,-0.8843,0.27,0.3816,-0.6926,0.58,0.2449,-2.4,0.2132,,,
35,1.387,0.9614,53,0.2192,0.52888084,23,1.197,1.627,,,,25,0.6599,0.7816,12,-0.02316,0.6123,-1.265,-3.013,0.5,-0.4104,-0.8843,0.27,0.3816,-0.6926,0.58,0.2143,-2.344,0.2117,,,
36,1.316,0.7869,43,0.2192,0.709220224,23,1.001,1.444,,,,22,0.6599,0.6534,9,-0.02316,0.6223,-1.265,-3.013,0.5,-0.4429,-0.7707,0.27,0.3816,-0.6926,0.58,0.1591,-2.364,0.2037,,,
36,1.431,0.9403,54,0.2192,0.709220224,18,1.335,1.658,,,,25,0.6097,0.6036,14,-0.09941,0.5052,-1.265,-3.013,0.5,-0.4171,-0.7395,0.27,0.3473,-0.6584,0.58,0.2315,-2.465,0.2028,,,
30,1.29,0.8248,47,0.2192,0.606664772,19,1.152,1.845,,,,27,0.6097,0.6965,15,-0.06797,0.516,-1.265,-3.013,0.5,-0.432,-0.6437,0.27,0.3473,-0.6584,0.58,0.2269,-2.521,0.2003,,,
26,1.288,0.8089,40,0.7779,0.606664772,17,1.171,1.377,,,,25,0.5834,0.7163,21,0.01016,0.5514,-1.265,-3.013,0.5,-0.432,-0.6437,0.27,0.4018,-0.7353,0.58,0.1612,-2.652,0.1963,,,
31,1.288,1.037,49,1.032,0.405771857,19,1.175,1.801,,,,21,0.5834,0.7952,20,0.01464,0.4984,-1.215,-3.091,0.5,-0.423,-0.839,0.27,0.406,-0.6614,0.58,0.1371,-2.877,0.1978,,,
40,1.245,0.8828,60,0.1886,0.405771857,19,1.174,1.723,,,,20,0.5834,0.7337,15,0.008669,0.6145,-1.107,-2.305,0.5,-0.423,-0.839,0.27,0.4768,-0.753,0.58,0.1598,-2.928,0.1896,,,
29,1.245,0.815,68,0.1886,0.860911869,17,1.174,1.716,,,,20,0.5834,0.7144,14,-0.09399,0.7026,-1.107,-2.305,0.5,-0.3673,-0.948,0.27,0.5314,-0.7113,0.58,0.1598,-2.928,0.1896,,,
31,1.245,0.7652,60,0.8791,0.915955001,22,1.177,1.321,,,,21,0.5834,0.6078,10,0.01635,0.5579,-1.107,-2.305,0.5,-0.3673,-0.948,0.27,0.5314,-0.7113,0.58,0.5457,-2.988,0.2147,,,
27,1.233,0.9249,54,0.2629,0.957938001,22,0.9917,1.296,,,,23,0.5834,0.618,14,0.08404,0.8556,-1.084,-2.399,0.5,-0.3673,-0.948,0.27,0.5314,-0.7113,0.58,0.6246,-3.225,0.2122,,,
29,1.283,0.8804,55,0.5538,1.104883469,22,0.9839,0.7749,,,,26,0.5834,0.7863,18,0.08404,0.7215,-1.051,-2.191,0.5,-0.3965,-0.9675,0.27,0.5314,-0.7113,0.58,0.6246,-3.225,0.2122,,,
32,1.29,0.6516,41,0.5538,0.993835068,21,1.165,0.9278,,,,23,0.5834,0.5865,22,0.09865,0.6566,-1.11,-2.115,0.5,-0.3965,-0.9675,0.27,0.6281,-0.7915,0.58,0.6363,-3.237,0.209,,,
25,1.29,0.7731,52,-0.2089,0.691753036,17,1.166,1.08,,,,20,0.6251,0.5803,18,0.001125,0.6739,-1.11,-2.115,0.5,-0.3965,-0.9675,0.27,0.6252,-0.671,0.58,0.6406,-3.037,0.2124,,,
25,1.3,1.026,52,-0.2089,0.581956711,17,1.166,1.724,,,,19,0.6251,0.5935,17,-0.09517,0.6542,-0.9903,-2.228,0.5,-0.3242,-1.07,0.27,0.6252,-0.671,0.58,0.6061,-2.884,0.2124,,,
30,1.3,1.172,43,-0.2089,0.581956711,18,1.256,1.819,,,,21,0.5953,0.6271,13,0.1752,0.6594,-0.9903,-2.228,0.5,-0.3242,-1.07,0.27,0.5364,-0.6672,0.58,0.599,-2.813,0.2127,,,
36,1.3,0.7041,47,-0.1016,0.355200005,17,1.179,1.411,,,,19,0.6124,0.756,13,0.1858,0.6492,-0.8847,-2.127,0.5,-0.3004,-1.161,0.27,0.5364,-0.6672,0.58,0.546,-2.634,0.2176,,,
28,1.266,0.8196,45,-0.1016,0.521184155,17,1.083,1.702,,,,19,0.6124,0.487,13,0.1476,0.7019,-0.9321,-2.243,0.5,-0.3004,-1.161,0.27,0.5364,-0.6672,0.58,0.6345,-2.707,0.2212,,,
32,1.266,0.7542,47,-0.1016,0.582701316,17,1.083,1.833,,,,19,0.5612,0.6391,12,0.1594,0.7096,-0.82,-2.408,0.5,-0.301,-1.246,0.27,0.559,-0.7165,0.58,0.6459,-2.685,0.2181,,,
35,1.266,0.7941,40,-0.1016,0.332217464,19,1.083,1.849,,,,14,0.5612,0.7643,10,-0.04751,0.6816,-0.7883,-2.317,0.5,-0.301,-1.246,0.27,0.559,-0.7165,0.58,0.5381,-2.579,0.2019,,,
36,1.258,0.7044,41,-0.1016,0.550954254,21,1.083,1.978,,,,18,0.5462,0.582,10,0.1839,0.6282,-0.8483,-2.482,0.5,-0.301,-1.246,0.27,0.5667,-0.8021,0.58,0.4634,-2.456,0.1985,,,
31,1.258,0.7698,53,1.119,0.610969668,23,1.036,1.847,,,,20,0.5462,0.6463,9,0.08223,0.6068,-0.8483,-2.482,0.5,-0.301,-1.246,0.27,0.3618,-0.3429,0.58,0.5287,-2.671,0.194,,,
36,1.258,0.7593,45,1.119,0.597120811,22,1.24,1.949,,,,21,0.5462,0.5946,10,0.08223,0.6579,-0.8489,-2.462,0.5,-0.3315,-1.349,0.27,0.3087,-0.2848,0.58,0.3993,-2.163,0.2063,,,
35,1.211,0.5299,57,1.446,0.493400213,20,1.294,1.736,,,,21,0.5462,0.591,13,-0.006576,0.7315,-0.9076,-2.935,0.5,-0.3425,-1.464,0.27,0.3032,-0.2752,0.58,0.4052,-2.363,0.2019,,,
38,1.281,0.5366,71,1.446,0.599735128,18,1.449,1.954,,,,15,0.5965,0.62,12,-0.06315,0.6403,-0.9076,-2.935,0.5,-0.4225,-1.492,0.27,0.2871,-0.3742,0.58,0.5322,-2.621,0.2168,,,
35,1.281,0.5834,68,0.3182,0.599735128,19,1.449,1.414,,,,19,0.5965,0.6537,11,-0.06315,0.739,-0.9068,-2.941,0.5,-0.2371,-0.8493,0.27,0.2871,-0.3742,0.58,0.5083,-2.494,0.2181,,,
37,1.226,0.7659,54,0.3406,0.599735128,19,1.591,1.543,,,,17,0.5965,0.6356,11,-0.07831,0.8778,-0.9653,-2.802,0.5,-0.2328,-0.8767,0.27,0.2067,-0.4424,0.58,0.5034,-2.385,0.2197,,,
36,1.306,0.5787,61,0.3406,0.599735128,19,1.591,1.576,,,,16,0.5959,0.6345,13,-0.05527,0.8171,-0.946,-2.69,0.5,-0.2963,-0.8535,0.27,0.2067,-0.4424,0.58,0.5451,-2.232,0.2256,,,
37,1.251,0.5179,59,0.4747,0.524446062,21,1.432,1.573,,,,19,0.5959,0.7161,13,-0.05527,0.8039,-0.946,-2.69,0.5,-0.2963,-0.8535,0.27,0.2433,-0.4786,0.58,0.5345,-2.357,0.2278,,,
